Asic,Accounting/Finance,Age-Derived,All-Positions,Arizona State University,Avg. Tenure (before SanDisk),Job Hop,California State University,Computers,Degree Level,Degree Progam Rollup,Design,Director-VP-Mgmt,Engineer Type 1,Engineer Type,Engineer,Firmware,Gender,India,Indian Institute of Technology,Israel,Marketing/Sales,Number of Records,Other 1,Other 2,Other,Position level,Predict2,San Jose State University,SanDisk Position Change (from prior role),SanDisk Position,SanDisk Tenure,Santa Clara University,Software,Stanford University,Systems,Technion - Israel Institute of Technology,Total Experience,Total Other Job Experience,Total Other Jobs,Total SanDisk Jobs,Total SanDisk and Other Jobs,USA,USC,University Region,University of California,University of Illinois,University,Year,Id,Rf
0,0,23,Computers,0,1.001826484,1-2,0,1,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,0,IC,High,0,No Change,IT,1.835616438,0,0,0,0,0,5,3.005479452,3,1,4,0,0,Unknown,0,0,Other,2014,23038,0.567034970
0,0,21,Marketing/Sales,0,0,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,IC,High,0,No Change,Marketing/Sales,1.835616438,0,0,0,0,0,2,0,0,2,2,0,0,Unknown,0,0,Other,2014,199688,0.659743928
0,0,27,Marketing/Sales,0,2.124657534,2-3,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,IC,High,0,No Change,Marketing/Sales,3.832876712,0,0,0,0,0,8,4.249315068,2,2,4,0,0,Unknown,0,0,Other,2014,183619,0.528615041
0,0,21,Other,0,1.169863014,1-2,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,IC,High,0,No Change,Other,0,0,0,0,0,0,1,1.169863014,1,1,1,0,0,Unknown,0,0,Other,2014,183120,0.807352303
0,0,23,Other,0,0,0-1,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,Management,High,0,No Change,Other,0,0,0,0,0,0,0,0,0,1,0,0,0,Unknown,0,0,Other,2014,199687,0.817613988
0,1,26,Accounting/Finance,0,1.251506849,1-2,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,2.750684932,0,0,0,0,0,9,6.257534247,5,1,6,1,0,Americas,1,0,University of California,2014,183089,0.519427667
0,0,21,Marketing/Sales,0,0.916438356,0-1,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1,0,0,0,0,0,3,1.832876712,2,1,3,1,0,Americas,0,0,Other,2014,116113,0.613807057
0,1,26,Accounting/Finance,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.37260274,0,0,0,0,0,1,0,0,1,1,1,0,Americas,0,0,Other,2014,182981,0.692317346
0,0,21,Other,0,0.167123288,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,3.087671233,0,0,0,0,0,3,0.167123288,1,1,2,1,0,Americas,0,0,Other,2014,183083,0.524438962
0,0,28,Other,0,3.083561644,3-4,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,1.084931507,0,0,0,0,0,7,6.167123288,2,1,3,1,0,Americas,0,0,Other,2014,181819,0.536967199
0,0,28,Other,0,1.097847358,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.830136986,0,0,0,0,0,9,7.684931507,7,1,8,1,0,Americas,0,0,Other,2014,11745,0.685635619
0,0,56,Other,0,3.186986301,3-4,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,3.254794521,0,0,0,0,0,16,12.74794521,4,1,5,1,0,Americas,0,0,Other,2014,183467,0.560353243
0,0,39,Other,0,1.682648402,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,0.504109589,0,0,0,0,0,11,10.09589041,6,1,7,1,0,Americas,0,0,Other,2014,182690,0.719879469
0,0,56,Other,0,4.249315068,4-5,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,4.208219178,0,0,0,0,0,17,12.74794521,3,2,5,1,0,Americas,0,0,Other,2014,183467,0.558682811
0,1,24,Accounting/Finance,0,6.005479452,6-7,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.542465753,0,0,0,0,0,8,6.005479452,1,3,4,1,1,Americas,0,0,USC,2014,182967,0.601278819
0,0,25,Computers,0,0.252054795,0-1,0,1,Masters,Computers,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,IT,1.498630137,0,0,0,0,0,2,0.252054795,1,1,2,1,0,Americas,0,0,Other,2014,181367,0.664755223
0,0,24,Other,0,0.252054795,0-1,0,0,Masters,Engineering,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,2.624657534,0,0,0,0,0,3,0.252054795,1,2,3,1,0,Americas,1,0,University of California,2014,183010,0.639698748
0,0,42,Other,0,2.602191781,2-3,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,3.164383562,0,0,0,0,0,16,13.0109589,5,1,6,1,0,Americas,0,0,Other,2014,183114,0.521933314
0,0,42,Other,0,3.252739726,3-4,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,4.956164384,0,0,0,0,0,18,13.0109589,4,2,6,1,0,Americas,0,0,Other,2014,183114,0.520262882
0,1,32,Accounting/Finance,0,0.626027397,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,0,0,0,0,0,0,1,1.252054795,2,1,2,1,0,Americas,0,0,Other,2014,183110,0.820747884
0,1,25,Accounting/Finance,0,0.331506849,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,High,0,No Change,Finance,1.002739726,0,0,0,0,0,2,0.663013699,2,1,3,1,0,Americas,0,0,Other,2014,184207,0.693987778
0,1,21,Accounting/Finance,0,0.750684932,0-1,0,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,High,0,No Change,Finance,1.671232877,0,0,0,0,0,2,0.750684932,1,1,2,1,0,Americas,0,0,Other,2014,11221,0.582068855
0,0,24,Other,0,2.416438356,2-3,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Director,High,0,No Change,Other,0.876712329,0,0,0,0,0,6,4.832876712,2,1,3,1,0,Americas,0,0,Other,2014,183122,0.806717813
0,0,21,Marketing/Sales,0,0.361643836,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,IC,High,0,No Change,Marketing/Sales,1.254794521,0,0,0,0,0,2,1.084931507,3,1,4,1,0,Americas,0,0,Other,2014,11746,0.635522669
0,0,26,Other,0,1.100273973,1-2,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.419178082,0,0,0,0,0,6,5.501369863,5,1,6,1,0,Americas,0,0,Other,2014,183143,0.698163857
0,0,23,Marketing/Sales,0,0.750684932,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,High,0,No Change,Marketing/Sales,0.504109589,0,0,0,0,0,2,1.501369863,2,1,3,1,0,Americas,0,0,Other,2014,186103,0.690646914
0,0,35,Other,0,1.553424658,1-2,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,No Change,Other,1.665753425,0,0,0,0,0,14,12.42739726,8,1,9,1,0,Americas,0,0,Other,2014,183913,0.628005726
0,0,42,Other,0,4.295205479,4-5,0,0,Other,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,High,0,No Change,Other,0.668493151,0,0,0,0,0,18,17.18082192,4,1,5,1,0,Americas,0,0,Other,2014,16694,0.587915366
0,0,31,Other,0,3.582648402,3-4,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,Promo,Other,1.542465753,0,0,0,0,0,12,10.74794521,3,1,4,1,0,Americas,0,0,Other,2012,183149,0.514416372
0,0,31,Other,0,3.582648402,3-4,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,High,0,Promo,Other,1.542465753,0,0,0,0,0,12,10.74794521,3,1,4,1,0,Americas,0,0,Other,2014,183149,0.513581156
0,0,48,Other,0,8.005479452,8+,0,0,Masters,Business,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,Management,Low,0,Lateral,Other,7.254794521,0,0,0,0,0,15,8.005479452,1,3,4,0,0,EMEA,0,0,Other,2012,183550,0.048399830
0,0,48,Other,0,0,0-1,0,0,Masters,Business,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,Management,Low,0,Lateral,Other,9.293150685,0,0,0,0,0,17,8.005479452,0,4,4,0,0,EMEA,0,0,Other,2012,183550,0.048399830
0,0,42,Other,0,3.808219178,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,Management,Low,0,Lateral,Other,6.917808219,0,0,0,0,0,18,11.42465753,3,3,6,0,0,EMEA,0,0,Other,2012,182295,0.057769652
0,0,46,Other,0,2.731506849,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,Low,0,Lateral,Other,9.046575342,0,0,0,0,0,20,10.9260274,4,3,7,1,0,Americas,1,0,University of California,2012,183129,0.054997071
0,0,39,Engineer-Director-VP-Mgmt,0,3.878767123,3-4,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Women,0,0,0,0,1,0,0,0,Director,Low,0,Lateral,Engineer,7.424657534,0,0,0,0,0,23,15.51506849,4,3,7,1,0,Americas,1,0,University of California,2012,183523,0.036062377
0,0,39,Engineer-Director-VP-Mgmt,0,3.878767123,3-4,0,0,Doctorate,Engineering,0,1,USA,Director-VP-Mgmt,1,0,Women,0,0,0,0,1,0,0,0,Director,Low,0,Lateral,Engineer,7.424657534,0,0,0,0,0,23,15.51506849,4,3,7,1,0,Americas,1,0,University of California,2012,183523,0.036062377
0,0,30,Engineer-Other,0,3.58630137,3-4,0,0,Doctorate,Other,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Engineer,6.090410959,0,0,0,0,0,13,7.17260274,2,2,4,1,0,Americas,0,0,Other,2012,189464,0.121884477
0,0,24,Other,0,0.781917808,0-1,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,1.589041096,0,0,0,0,0,5,3.909589041,5,3,8,1,0,Americas,0,0,San Jose State University,2012,182669,0.080707396
0,0,29,Marketing/Sales,0,1.832876712,1-2,1,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,0,Lateral,Marketing/Sales,6.334246575,0,0,0,0,0,10,3.665753425,2,3,5,1,0,Americas,0,0,California State University,2012,183648,0.060858060
0,0,29,Marketing/Sales,0,1.832876712,1-2,1,0,Masters,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,0,Lateral,Marketing/Sales,6.334246575,0,0,0,0,0,10,3.665753425,2,3,5,1,0,Americas,0,0,California State University,2012,183648,0.060858060
0,0,28,Engineer-Other,0,0,0-1,0,0,Missing,Other,0,0,Other,Other,1,0,Women,0,0,0,0,1,1,1,0,Management,Low,0,Lateral,Engineer,8.421917808,0,0,0,0,0,8,0,0,3,3,0,0,Unknown,0,0,Other,2013,11677,0.038354099
0,0,42,Other,0,3.808219178,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,Management,Low,0,Lateral,Other,6.917808219,0,0,0,0,0,18,11.42465753,3,3,6,0,0,EMEA,0,0,Other,2013,182295,0.057769652
0,0,29,Other,0,1.283835616,1-2,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,6.509589041,0,0,0,0,0,13,6.419178082,5,3,8,1,0,Americas,0,0,San Jose State University,2013,184141,0.061771687
0,0,24,Other,0,0.781917808,0-1,0,0,Masters,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,1.589041096,0,0,0,0,0,5,3.909589041,5,3,8,1,0,Americas,0,0,San Jose State University,2013,182669,0.080707396
0,0,48,Other,0,0,0-1,0,0,Masters,Business,0,0,Other,Other,0,0,Women,0,0,0,0,1,1,1,1,Management,Low,0,Lateral,Other,9.293150685,0,0,0,0,0,17,8.005479452,0,4,4,0,0,EMEA,0,0,Other,2014,183550,0.048399830
0,0,29,Other,0,1.283835616,1-2,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,6.509589041,0,0,0,0,0,13,6.419178082,5,3,8,1,0,Americas,0,0,San Jose State University,2014,184141,0.061771687
0,0,29,Other,0,1.604794521,1-2,0,0,Bachelors,Business,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,1,Lateral,Other,7.547945205,0,0,0,0,0,14,6.419178082,4,4,8,1,0,Americas,0,0,San Jose State University,2014,184141,0.061771687
0,0,46,Other,0,2.731506849,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,Low,0,Lateral,Other,9.046575342,0,0,0,0,0,20,10.9260274,4,3,7,1,0,Americas,1,0,University of California,2014,183129,0.054997071
0,0,46,Other,0,2.731506849,2-3,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,Low,0,Lateral,Other,9.046575342,0,0,0,0,0,20,10.9260274,4,3,7,1,0,Americas,1,0,University of California,2014,183129,0.054997071
0,0,30,Engineer-Other,0,7.17260274,7-8,0,0,Doctorate,Other,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Lateral,Engineer,6.501369863,0,0,0,0,0,14,7.17260274,1,3,4,1,0,Americas,0,0,Other,2014,189464,0.121884477
0,0,43,Other,0,2.137328767,2-3,0,0,Masters,Computers,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,0,No Change,Other,12.96164384,0,0,0,0,0,30,17.09863014,8,2,10,1,0,Americas,0,0,Other,2012,10698,0.142341591
0,0,43,Other,0,2.137328767,2-3,0,0,Masters,Computers,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,0,No Change,Other,12.96164384,0,0,0,0,0,30,17.09863014,8,2,10,1,0,Americas,0,0,Other,2012,10698,0.142341591
0,0,43,Other,0,2.137328767,2-3,0,0,Masters,Computers,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,IC,Low,0,No Change,Other,12.96164384,0,0,0,0,0,30,17.09863014,8,2,10,1,0,Americas,0,0,Other,2013,10698,0.142341591
1,0,36,Engineer-ASIC,0,1.555251142,1-2,0,0,Bachelors,Engineering,0,0,India,ASIC,1,0,Women,1,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.087671233,0,0,0,0,0,13,4.665753425,3,2,5,0,0,India,0,0,Other,2012,182097,0.123254168
1,0,36,Engineer-ASIC,0,1.555251142,1-2,0,0,Bachelors,Engineering,0,0,India,ASIC,1,0,Women,1,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.087671233,0,0,0,0,0,13,4.665753425,3,2,5,0,0,India,0,0,Other,2012,182097,0.123254168
1,0,31,Engineer-ASIC,0,2.002739726,2-3,0,0,Bachelors,Computers,0,0,Israel,ASIC,1,0,Women,0,0,1,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.8,0,0,0,0,1,11,2.002739726,1,2,3,0,0,Israel,0,0,Technion - Israel Institute of Technology,2012,182064,0.113639806
1,0,31,Engineer-ASIC,0,2.002739726,2-3,0,0,Bachelors,Computers,0,0,Israel,ASIC,1,0,Women,0,0,1,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.8,0,0,0,0,1,11,2.002739726,1,2,3,0,0,Israel,0,0,Technion - Israel Institute of Technology,2012,182064,0.113639806
0,0,41,Engineer-Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Israel,Other,1,0,Women,0,0,1,0,1,1,0,0,Management,Low,0,Promo,Engineer,17.96438356,0,0,0,0,1,18,0,0,5,5,0,0,Israel,0,0,Technion - Israel Institute of Technology,2012,10895,0.007451207
0,0,38,Engineer-Other,0,8.754794521,8+,0,0,Bachelors,Other,0,0,Other,Other,1,0,Women,0,0,0,0,1,1,1,0,IC,Low,0,Promo,Engineer,7.383561644,0,0,0,0,0,25,17.50958904,2,2,4,0,0,APAC,0,0,Other,2012,11110,0.095050337
0,0,56,Marketing/Sales,0,3.750684932,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,19.30410959,0,0,0,0,0,23,3.750684932,1,4,5,0,0,Unknown,0,0,Other,2012,183490,0.008890024
0,0,56,Marketing/Sales,0,3.750684932,3-4,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Director,Low,0,Promo,Marketing/Sales,19.30410959,0,0,0,0,0,23,3.750684932,1,4,5,0,0,Unknown,0,0,Other,2012,183490,0.008890024
0,0,42,Marketing/Sales,0,4.876712329,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Management,Low,0,Promo,Marketing/Sales,8.210958904,0,0,0,0,0,18,9.753424658,2,3,5,0,0,Unknown,0,0,Other,2012,183699,0.051187392
0,0,41,Other,0,1.164383562,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,14.84383562,0,0,0,0,0,16,1.164383562,1,8,9,1,0,Americas,1,0,University of California,2012,183529,0.001
0,0,41,Other,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Director,Low,0,Promo,Other,16.79726027,0,0,0,0,0,18,1.164383562,0,9,9,1,0,Americas,1,0,University of California,2012,183529,0.002
0,1,28,Accounting/Finance,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Finance,8.339726027,0,0,0,0,0,8,0,0,4,4,1,0,Americas,1,0,University of California,2012,10729,0.017252281
0,0,34,Marketing/Sales,0,7.167123288,7-8,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,0,Promo,Marketing/Sales,7.295890411,0,0,0,0,0,14,7.167123288,1,2,3,1,0,Americas,1,0,University of California,2012,181921,0.147857346
0,0,32,Marketing/Sales,0,1.389954338,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,1,Promo,Marketing/Sales,7.378082192,0,0,0,0,0,12,4.169863014,3,3,6,1,0,Americas,0,0,San Jose State University,2012,182303,0.059515902
0,0,31,Marketing/Sales,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,0,Promo,Marketing/Sales,8.882191781,0,0,0,0,0,9,0,0,5,5,1,0,Americas,0,0,Other,2012,10944,0.004837282
0,0,34,Other,0,7.167123288,7-8,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,Management,Low,0,Promo,Other,7.295890411,0,0,0,0,0,14,7.167123288,1,2,3,1,0,Americas,1,0,University of California,2012,181921,0.147857346
0,0,29,Engineer-Other,0,0,0-1,0,0,Doctorate,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,6.265753425,0,0,0,0,0,6,0,0,3,3,1,1,Americas,0,0,USC,2012,181156,0.043601415
1,0,28,Engineer-ASIC,0,0,0-1,0,0,Masters,Engineering,0,0,USA,ASIC,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,1,Promo,Engineer,5.920547945,0,0,0,0,0,6,0,0,2,2,1,0,Americas,0,0,San Jose State University,2012,182659,0.141329632
0,0,27,Engineer-Systems,0,0.252054795,0-1,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,6.252054795,1,0,0,1,0,7,0.252054795,1,2,3,1,0,Americas,0,0,Santa Clara University,2012,190472,0.136847925
0,0,31,Engineer-Design,0,1.835616438,1-2,0,0,Masters,Other,1,0,USA,Design,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,13.39452055,0,0,0,0,0,15,1.835616438,1,4,5,1,0,Americas,0,1,University of Illinois,2012,182088,0.007715023
0,0,31,Engineer-Design,0,1.835616438,1-2,0,0,Masters,Other,1,0,USA,Design,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,13.39452055,0,0,0,0,0,15,1.835616438,1,4,5,1,0,Americas,0,1,University of Illinois,2012,182088,0.007715023
0,1,37,Accounting/Finance,0,0.917808219,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Finance,15.38356164,0,0,0,0,0,16,0.917808219,1,3,4,1,0,Americas,1,0,University of California,2012,182979,0.039754893
0,0,32,Computers,0,2.334246575,2-3,0,1,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,IT,8.715068493,0,0,0,0,0,13,4.668493151,2,5,7,1,0,Americas,1,0,University of California,2012,183562,0.004395803
0,0,32,Computers,0,2.334246575,2-3,0,1,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,IT,8.715068493,0,0,0,0,0,13,4.668493151,2,5,7,1,0,Americas,1,0,University of California,2012,183562,0.004395803
0,0,41,Engineer-Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Israel,Other,1,0,Women,0,0,1,0,1,1,0,0,Management,Low,0,Promo,Engineer,16.42191781,0,0,0,0,1,16,0,0,4,4,0,0,Israel,0,0,Technion - Israel Institute of Technology,2013,10895,0.007451207
0,0,41,Engineer-Other,0,0,0-1,0,0,Bachelors,Engineering,0,0,Israel,Other,1,0,Women,0,0,1,0,1,1,0,0,Management,Low,0,Promo,Engineer,17.96438356,0,0,0,0,1,18,0,0,5,5,0,0,Israel,0,0,Technion - Israel Institute of Technology,2013,10895,0.007451207
0,0,38,Engineer-Other,0,8.754794521,8+,0,0,Bachelors,Other,0,0,Other,Other,1,0,Women,0,0,0,0,1,1,1,0,IC,Low,0,Promo,Engineer,7.383561644,0,0,0,0,0,25,17.50958904,2,2,4,0,0,APAC,0,0,Other,2013,11110,0.095050337
0,0,38,Engineer-Other,0,8.754794521,8+,0,0,Bachelors,Other,0,0,Other,Other,1,0,Women,0,0,0,0,1,1,1,0,IC,Low,0,Promo,Engineer,7.383561644,0,0,0,0,0,25,17.50958904,2,2,4,0,0,APAC,0,0,Other,2013,11110,0.095050337
0,0,42,Marketing/Sales,0,4.876712329,4-5,0,0,Missing,Other,0,0,Other,Other,0,0,Women,0,0,0,1,1,1,1,0,Management,Low,0,Promo,Marketing/Sales,8.210958904,0,0,0,0,0,18,9.753424658,2,3,5,0,0,Unknown,0,0,Other,2013,183699,0.051187392
0,0,32,Marketing/Sales,0,1.389954338,1-2,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,1,Promo,Marketing/Sales,7.378082192,0,0,0,0,0,12,4.169863014,3,3,6,1,0,Americas,0,0,San Jose State University,2013,182303,0.059515902
0,0,31,Marketing/Sales,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,0,Promo,Marketing/Sales,8.882191781,0,0,0,0,0,9,0,0,5,5,1,0,Americas,0,0,Other,2013,10944,0.004837282
0,0,31,Marketing/Sales,0,0,0-1,0,0,Bachelors,Other,0,0,USA,Other,0,0,Women,0,0,0,1,1,1,0,0,Management,Low,0,Promo,Marketing/Sales,8.882191781,0,0,0,0,0,9,0,0,5,5,1,0,Americas,0,0,Other,2013,10944,0.004837282
0,0,29,Engineer-Other,0,0,0-1,0,0,Doctorate,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,6.265753425,0,0,0,0,0,6,0,0,3,3,1,1,Americas,0,0,USC,2013,181156,0.043601415
0,0,29,Engineer-Other,0,0,0-1,0,0,Doctorate,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,0,Promo,Engineer,7.142465753,0,0,0,0,0,7,0,0,4,4,1,1,Americas,0,0,USC,2013,181156,0.043601415
0,0,46,Other,0,8.753424658,8+,0,0,Doctorate,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,VP,Low,0,Promo,Other,8.95890411,0,0,0,0,0,18,8.753424658,1,3,4,1,0,Americas,0,0,Other,2013,63621,0.042007312
0,0,46,Other,0,8.753424658,8+,0,0,Doctorate,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,1,VP,Low,0,Promo,Other,8.95890411,0,0,0,0,0,18,8.753424658,1,3,4,1,0,Americas,0,0,Other,2013,63621,0.042007312
1,0,28,Engineer-ASIC,0,0,0-1,0,0,Masters,Engineering,0,0,USA,ASIC,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,1,Promo,Engineer,5.920547945,0,0,0,0,0,6,0,0,2,2,1,0,Americas,0,0,San Jose State University,2013,182659,0.141329632
0,0,28,Engineer-Other,0,3.336986301,3-4,0,0,Masters,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,3.84109589,0,0,0,0,0,7,3.336986301,1,3,4,1,0,Americas,0,0,San Jose State University,2013,183972,0.042714592
0,0,28,Engineer-Other,0,0,0-1,0,0,Masters,Engineering,0,0,USA,Other,1,0,Women,0,0,0,0,1,1,0,0,IC,Low,1,Promo,Engineer,5.717808219,0,0,0,0,0,9,3.336986301,0,4,4,1,0,Americas,0,0,San Jose State University,2013,183972,0.042714592
0,0,27,Engineer-Systems,0,0.252054795,0-1,0,0,Masters,Engineering,0,0,USA,Systems,1,0,Women,0,0,0,0,1,0,0,0,IC,Low,0,Promo,Engineer,6.252054795,1,0,0,1,0,7,0.252054795,1,2,3,1,0,Americas,0,0,Santa Clara University,2013,190472,0.136847925
0,1,37,Accounting/Finance,0,0.917808219,0-1,0,0,Missing,Other,0,0,USA,Other,0,0,Women,0,0,0,0,1,1,0,0,Management,Low,0,Promo,Finance,15.38356164,0,0,0,0,0,16,0.917808219,1,3,4,1,0,Americas,1,0,University of California,2013,182979,0.039754893
1,0,31,Engineer-ASIC,0,2.002739726,2-3,0,0,Bachelors,Computers,0,0,Israel,ASIC,1,0,Women,0,0,1,0,1,0,0,0,IC,Low,0,Promo,Engineer,8.8,0,0,0,0,1,11,2.002739726,1,2,3,0,0,Israel,0,0,Technion - Israel Institute of Technology,2014,182064,0.113639806
